# run:lumi:event | A: std(pt,eta,phi) out(pt,eta,phi) | B: std(pt,eta,phi) out(pt,eta,phi) | cosA dt ndof_ok pair_cosmic cand_dup
1:6648:42364317 | A std(42.24,-0.7189,-1.8589) out(38.11,-0.7158,-1.8730) | B std(42.24,-0.7189,-1.8589) out(0.00,+0.0000,+0.0000) | cosA=+0.99994 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:6858:43702859 | A std(60.01,-0.8754,+1.5842) out(84.53,-0.8670,+1.5717) | B std(60.01,-0.8754,+1.5842) out(0.00,+0.0000,+0.0000) | cosA=+0.99994 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:6796:43306477 | A std(115.70,-0.4304,-1.2039) out(155.72,-0.4329,-1.2110) | B std(115.70,-0.4304,-1.2039) out(0.00,+0.0000,+0.0000) | cosA=+0.99998 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:6508:41470595 | A std(145.04,+0.3250,-2.3221) out(170.89,+0.3234,-2.3271) | B std(145.04,+0.3250,-2.3221) out(0.00,+0.0000,+0.0000) | cosA=+0.99999 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:6578:41917950 | A std(68.06,+0.8374,-1.6126) out(65.34,+0.8414,-1.6135) | B std(68.06,+0.8374,-1.6126) out(0.00,+0.0000,+0.0000) | cosA=+1.00000 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:1426:9084170 | A std(235.78,+0.7762,-0.9663) out(57.95,+0.7836,-0.9269) | B std(233.00,+0.7764,-0.9685) out(0.00,+0.0000,+0.0000) | cosA=+0.99949 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=0
1:1443:9192323 | A std(66.58,-1.0588,-1.8759) out(101.02,-1.0605,-1.8900) | B std(66.58,-1.0588,-1.8759) out(0.00,+0.0000,+0.0000) | cosA=+0.99996 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:1450:9239320 | A std(33.61,+0.4153,-1.3800) out(64.38,+0.4140,-1.3264) | B std(33.61,+0.4153,-1.3800) out(0.00,+0.0000,+0.0000) | cosA=+0.99878 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:6791:43275347 | A std(45.54,+0.7888,+1.5286) out(68.60,+0.8016,+1.5100) | B std(45.54,+0.7888,+1.5286) out(0.00,+0.0000,+0.0000) | cosA=+0.99986 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:407:2590702 | A std(66.41,+0.2188,-1.3642) out(78.13,+0.2091,-1.3742) | B std(66.41,+0.2188,-1.3642) out(0.00,+0.0000,+0.0000) | cosA=+0.99991 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:1491:9498790 | A std(56.58,-0.3749,-1.3751) out(69.03,-0.3787,-1.3837) | B std(56.58,-0.3749,-1.3751) out(0.00,+0.0000,+0.0000) | cosA=+0.99996 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:6666:42478750 | A std(77.00,+0.3038,-1.5754) out(38.97,+0.3052,-1.5278) | B std(77.00,+0.3038,-1.5754) out(0.00,+0.0000,+0.0000) | cosA=+0.99897 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:6681:42573311 | A std(34.72,-0.1529,+1.4589) out(32.95,-0.1398,+1.4429) | B std(34.72,-0.1529,+1.4589) out(0.00,+0.0000,+0.0000) | cosA=+0.99979 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:6830:43524098 | A std(80.87,+0.8551,-1.0463) out(85.48,+0.8542,-1.0424) | B std(80.87,+0.8551,-1.0463) out(0.00,+0.0000,+0.0000) | cosA=+1.00000 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:6854:43678055 | A std(39.00,-0.4348,-1.5825) out(27.97,-0.4432,-1.5479) | B std(39.00,-0.4348,-1.5825) out(0.00,+0.0000,+0.0000) | cosA=+0.99947 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:6737:42934684 | A std(101.04,-1.1292,-1.2537) out(68.92,-1.1240,-1.2453) | B std(101.04,-1.1292,-1.2537) out(0.00,+0.0000,+0.0000) | cosA=+0.99998 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:6754:43037819 | A std(161.64,+0.2707,-1.4280) out(156.21,+0.2661,-1.4263) | B std(161.64,+0.2707,-1.4280) out(0.00,+0.0000,+0.0000) | cosA=+0.99999 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:6788:43257568 | A std(72.78,-0.1358,-1.3491) out(71.60,-0.1385,-1.3497) | B std(72.78,-0.1358,-1.3491) out(0.00,+0.0000,+0.0000) | cosA=+1.00000 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:1506:9594538 | A std(83.72,+0.3849,-0.6626) out(69.98,+0.3835,-0.6705) | B std(83.72,+0.3849,-0.6626) out(0.00,+0.0000,+0.0000) | cosA=+0.99997 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:6784:43228222 | A std(72.00,+0.9961,-1.5809) out(84.81,+0.9974,-1.5867) | B std(72.00,+0.9961,-1.5809) out(0.00,+0.0000,+0.0000) | cosA=+0.99999 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:6784:43230851 | A std(86.06,-0.7172,-1.5341) out(84.58,-0.7203,-1.5369) | B std(86.06,-0.7172,-1.5341) out(0.00,+0.0000,+0.0000) | cosA=+0.99999 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:6917:44077646 | A std(66.03,+0.2256,-1.3938) out(49.03,+0.2253,-1.4137) | B std(66.03,+0.2256,-1.3938) out(0.00,+0.0000,+0.0000) | cosA=+0.99981 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:6956:44325206 | A std(134.03,+1.0161,-2.7147) out(274.60,+1.0194,-2.6840) | B std(134.03,+1.0161,-2.7147) out(0.00,+0.0000,+0.0000) | cosA=+0.99981 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:629:4002917 | A std(39.50,+1.0938,-1.5725) out(35.48,+1.0896,-1.5773) | B std(39.50,+1.0938,-1.5725) out(0.00,+0.0000,+0.0000) | cosA=+0.99999 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:6980:44478485 | A std(161.62,-0.7587,-2.2861) out(72.53,-0.7583,-2.2668) | B std(161.62,-0.7587,-2.2861) out(0.00,+0.0000,+0.0000) | cosA=+0.99989 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:6995:44572820 | A std(62.05,-0.7252,-1.6126) out(33.34,-0.7246,-1.5753) | B std(62.05,-0.7252,-1.6126) out(0.00,+0.0000,+0.0000) | cosA=+0.99957 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7095:45212189 | A std(96.87,+0.9819,-1.1395) out(45.26,+0.9804,-1.1065) | B std(96.87,+0.9819,-1.1395) out(0.00,+0.0000,+0.0000) | cosA=+0.99976 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:6970:44417347 | A std(111.31,+0.6281,-2.1189) out(106.93,+0.6231,-2.1119) | B std(111.31,+0.6281,-2.1189) out(0.00,+0.0000,+0.0000) | cosA=+0.99997 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7048:44916602 | A std(36.34,-0.9128,-0.7124) out(38.75,-0.9149,-0.7072) | B std(36.34,-0.9128,-0.7124) out(0.00,+0.0000,+0.0000) | cosA=+0.99999 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:763:4856759 | A std(106.72,-0.4544,-1.4546) out(137.62,-0.4552,-1.4460) | B std(106.72,-0.4544,-1.4546) out(0.00,+0.0000,+0.0000) | cosA=+0.99997 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7259:46256546 | A std(120.96,+1.1274,+1.8860) out(89.50,+1.1274,+1.8951) | B std(120.96,+1.1274,+1.8860) out(0.00,+0.0000,+0.0000) | cosA=+0.99999 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7192:45833296 | A std(61.87,+0.3302,-1.4615) out(54.43,+0.3345,-1.4679) | B std(61.87,+0.3302,-1.4615) out(0.00,+0.0000,+0.0000) | cosA=+0.99997 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:6984:44505940 | A std(47.00,-0.4254,-1.5664) out(61.92,-0.4291,-1.5872) | B std(47.00,-0.4254,-1.5664) out(0.00,+0.0000,+0.0000) | cosA=+0.99981 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:1398:8908348 | A std(54.25,+0.2608,-1.4739) out(67.69,+0.2678,-1.4631) | B std(54.25,+0.2608,-1.4739) out(0.00,+0.0000,+0.0000) | cosA=+0.99992 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7111:45317938 | A std(74.61,+0.3395,-2.1607) out(76.38,+0.3414,-2.1611) | B std(74.61,+0.3395,-2.1607) out(0.00,+0.0000,+0.0000) | cosA=+1.00000 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7111:45318030 | A std(74.56,+0.0686,+1.8809) out(180.62,+0.0597,+1.8482) | B std(74.56,+0.0686,+1.8809) out(0.00,+0.0000,+0.0000) | cosA=+0.99943 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7157:45610567 | A std(59.57,+0.2121,-1.6206) out(53.95,+0.2115,-1.6122) | B std(59.57,+0.2121,-1.6206) out(0.00,+0.0000,+0.0000) | cosA=+0.99997 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7265:46294159 | A std(64.75,+0.4903,-0.7472) out(43.48,+0.4824,-0.7724) | B std(64.75,+0.4903,-0.7472) out(0.00,+0.0000,+0.0000) | cosA=+0.99972 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:148:939016 | A std(60.21,-0.5277,-0.8442) out(46.82,-0.5243,-0.8241) | B std(60.21,-0.5277,-0.8442) out(0.00,+0.0000,+0.0000) | cosA=+0.99984 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:158:1002166 | A std(56.50,-0.9048,-1.5749) out(89.88,-0.9150,-1.5544) | B std(56.50,-0.9048,-1.5749) out(0.00,+0.0000,+0.0000) | cosA=+0.99987 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:423:2694835 | A std(42.35,+0.2972,-1.8673) out(34.74,+0.2959,-1.8843) | B std(42.35,+0.2972,-1.8673) out(0.00,+0.0000,+0.0000) | cosA=+0.99987 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:809:5154950 | A std(81.00,+0.5326,-1.5812) out(3092.07,+0.5193,-1.5336) | B std(81.00,+0.5326,-1.5812) out(0.00,+0.0000,+0.0000) | cosA=+0.99906 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7220:46008388 | A std(30.18,-0.8894,+2.2624) out(30.83,-0.8897,+2.2709) | B std(30.18,-0.8894,+2.2624) out(0.00,+0.0000,+0.0000) | cosA=+0.99998 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7266:46303107 | A std(49.79,+0.7898,-1.7987) out(50.61,+0.8000,-1.7991) | B std(49.79,+0.7898,-1.7987) out(0.00,+0.0000,+0.0000) | cosA=+0.99997 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7146:45541091 | A std(129.45,+0.4438,-2.3835) out(786.40,+0.4500,-2.4102) | B std(129.45,+0.4438,-2.3835) out(0.00,+0.0000,+0.0000) | cosA=+0.99969 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:6958:44340640 | A std(42.82,+0.8152,-2.0240) out(31.69,+0.8084,-2.0462) | B std(42.82,+0.8152,-2.0240) out(0.00,+0.0000,+0.0000) | cosA=+0.99985 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:497:3163597 | A std(104.29,-1.0000,-2.8896) out(67.17,-0.9993,-2.8714) | B std(104.29,-1.0000,-2.8896) out(0.00,+0.0000,+0.0000) | cosA=+0.99993 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:1510:9621292 | A std(114.66,-0.5090,+1.6778) out(169.56,-0.5090,+1.6662) | B std(114.66,-0.5090,+1.6778) out(0.00,+0.0000,+0.0000) | cosA=+0.99995 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7249:46196531 | A std(61.01,+0.4033,-1.5905) out(102.86,+0.3966,-1.5634) | B std(61.01,+0.4033,-1.5905) out(0.00,+0.0000,+0.0000) | cosA=+0.99967 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7315:46617159 | A std(132.31,-0.4373,-1.6389) out(586.10,-0.4365,-1.6124) | B std(132.31,-0.4373,-1.6389) out(0.00,+0.0000,+0.0000) | cosA=+0.99971 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7432:47362899 | A std(146.01,+0.3748,-0.4085) out(205.49,+0.3720,-0.4014) | B std(146.01,+0.3748,-0.4085) out(0.00,+0.0000,+0.0000) | cosA=+0.99997 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7535:48019114 | A std(46.50,-0.3405,+1.5705) out(82.43,-0.3445,+1.6077) | B std(46.50,-0.3405,+1.5705) out(0.00,+0.0000,+0.0000) | cosA=+0.99938 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7651:48758156 | A std(96.18,+0.1656,-2.0577) out(111.91,+0.1730,-2.0669) | B std(96.18,+0.1656,-2.0577) out(0.00,+0.0000,+0.0000) | cosA=+0.99993 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7706:49105338 | A std(154.38,-0.7036,-0.2387) out(142.25,-0.7014,-0.2440) | B std(154.38,-0.7036,-0.2387) out(0.00,+0.0000,+0.0000) | cosA=+0.99999 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7481:47675620 | A std(39.53,-0.4337,-1.6068) out(45.36,-0.4357,-1.6028) | B std(39.53,-0.4337,-1.6068) out(0.00,+0.0000,+0.0000) | cosA=+0.99999 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7702:49080228 | A std(62.23,+0.3534,-0.7968) out(95.96,+0.3492,-0.8180) | B std(62.23,+0.3534,-0.7968) out(0.00,+0.0000,+0.0000) | cosA=+0.99979 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7311:46587500 | A std(65.02,-0.7463,+1.5948) out(98.95,-0.7396,+1.6097) | B std(65.02,-0.7463,+1.5948) out(0.00,+0.0000,+0.0000) | cosA=+0.99992 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7457:47523180 | A std(38.50,+0.8301,-1.5585) out(40.10,+0.8352,-1.5508) | B std(38.50,+0.8301,-1.5585) out(0.00,+0.0000,+0.0000) | cosA=+0.99998 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7404:47181570 | A std(248.92,-0.9779,+2.3448) out(19.47,-0.9875,+2.4897) | B std(248.92,-0.9779,+2.3448) out(0.00,+0.0000,+0.0000) | cosA=+0.99546 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7374:46993142 | A std(69.21,-0.0595,-0.4766) out(206.17,-0.0566,-0.5154) | B std(69.21,-0.0595,-0.4766) out(0.00,+0.0000,+0.0000) | cosA=+0.99925 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7437:47390144 | A std(159.42,+0.0621,-1.9164) out(181.32,+0.0583,-1.9220) | B std(159.42,+0.0621,-1.9164) out(0.00,+0.0000,+0.0000) | cosA=+0.99998 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7442:47421508 | A std(391.26,-0.0774,+1.3779) out(57.83,-0.0784,+1.3281) | B std(391.26,-0.0774,+1.3779) out(0.00,+0.0000,+0.0000) | cosA=+0.99877 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7565:48208673 | A std(81.26,-0.3676,-1.6509) out(82.34,-0.3639,-1.6489) | B std(81.26,-0.3676,-1.6509) out(0.00,+0.0000,+0.0000) | cosA=+0.99999 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7565:48210543 | A std(73.97,+0.5579,-1.2865) out(79.64,+0.5571,-1.2851) | B std(73.97,+0.5579,-1.2865) out(0.00,+0.0000,+0.0000) | cosA=+1.00000 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7844:49987944 | A std(77.07,-0.2809,+1.5294) out(83.28,-0.2843,+1.5325) | B std(77.07,-0.2809,+1.5294) out(0.00,+0.0000,+0.0000) | cosA=+0.99999 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:8120:51746040 | A std(139.46,-0.6772,-2.2444) out(299.44,-0.6814,-2.2340) | B std(139.46,-0.6772,-2.2444) out(0.00,+0.0000,+0.0000) | cosA=+0.99996 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:8037:51219720 | A std(90.00,+0.9231,-1.5653) out(65.26,+0.9116,-1.5094) | B std(90.00,+0.9231,-1.5653) out(0.00,+0.0000,+0.0000) | cosA=+0.99923 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7814:49797275 | A std(151.43,-0.8950,-0.8228) out(96.68,-0.8937,-0.8131) | B std(151.43,-0.8950,-0.8228) out(0.00,+0.0000,+0.0000) | cosA=+0.99998 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7939:50592773 | A std(63.53,-0.3712,+1.5400) out(77.90,-0.3708,+1.5307) | B std(63.53,-0.3712,+1.5400) out(0.00,+0.0000,+0.0000) | cosA=+0.99996 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7956:50698255 | A std(96.51,+0.4231,-1.3937) out(79.51,+0.4264,-1.3859) | B std(96.51,+0.4231,-1.3937) out(0.00,+0.0000,+0.0000) | cosA=+0.99997 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7976:50828510 | A std(116.04,-0.7839,+1.5452) out(69.11,-0.7869,+1.5618) | B std(116.04,-0.7839,+1.5452) out(0.00,+0.0000,+0.0000) | cosA=+0.99992 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:8000:50978313 | A std(36.82,+0.7090,-0.6747) out(30.42,+0.7067,-0.6831) | B std(36.82,+0.7090,-0.6747) out(0.00,+0.0000,+0.0000) | cosA=+0.99998 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7885:50250841 | A std(59.75,+0.7443,-1.1483) out(62.72,+0.7362,-1.1504) | B std(59.75,+0.7443,-1.1483) out(0.00,+0.0000,+0.0000) | cosA=+0.99998 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7942:50610482 | A std(76.16,-0.0718,+1.1659) out(70.91,-0.0688,+1.1627) | B std(76.16,-0.0718,+1.1659) out(0.00,+0.0000,+0.0000) | cosA=+0.99999 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:8003:50997231 | A std(158.04,+0.8806,-1.1780) out(365.78,+0.8778,-1.1462) | B std(158.04,+0.8806,-1.1780) out(0.00,+0.0000,+0.0000) | cosA=+0.99975 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:1518:9671196 | A std(66.09,-0.4427,-1.6233) out(54.94,-0.4454,-1.6381) | B std(66.09,-0.4427,-1.6233) out(0.00,+0.0000,+0.0000) | cosA=+0.99991 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7774:49541715 | A std(44.06,+0.7196,-1.8378) out(41.50,+0.7269,-1.8302) | B std(44.06,+0.7196,-1.8378) out(0.00,+0.0000,+0.0000) | cosA=+0.99997 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7994:50940306 | A std(37.01,-1.1221,+1.5917) out(31.17,-1.1214,+1.5770) | B std(37.01,-1.1221,+1.5917) out(0.00,+0.0000,+0.0000) | cosA=+0.99996 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7839:49956924 | A std(142.14,+0.3673,-0.8003) out(74.08,+0.3686,-0.7815) | B std(142.14,+0.3673,-0.8003) out(0.00,+0.0000,+0.0000) | cosA=+0.99984 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:8118:51732279 | A std(143.14,+0.3769,-1.3021) out(162.02,+0.3724,-1.3044) | B std(143.14,+0.3769,-1.3021) out(0.00,+0.0000,+0.0000) | cosA=+0.99999 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7813:49787622 | A std(119.27,+1.0435,-2.1472) out(122.15,+1.0483,-2.1477) | B std(119.27,+1.0435,-2.1472) out(0.00,+0.0000,+0.0000) | cosA=+1.00000 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:7922:50481861 | A std(87.05,+0.3866,-0.7448) out(79.66,+0.3864,-0.7393) | B std(87.05,+0.3866,-0.7448) out(0.00,+0.0000,+0.0000) | cosA=+0.99999 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:8010:51042666 | A std(139.30,-0.3903,-2.3511) out(145.94,-0.3913,-2.3501) | B std(139.30,-0.3903,-2.3511) out(0.00,+0.0000,+0.0000) | cosA=+1.00000 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:1252:7972748 | A std(180.83,-0.8684,-2.5490) out(244.70,-0.8684,-2.5531) | B std(180.83,-0.8684,-2.5490) out(0.00,+0.0000,+0.0000) | cosA=+1.00000 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:8346:53188024 | A std(38.01,-0.7675,+1.5544) out(50.92,-0.7671,+1.5458) | B std(38.01,-0.7675,+1.5544) out(0.00,+0.0000,+0.0000) | cosA=+0.99998 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:8286:52804377 | A std(140.35,+0.2884,-0.5979) out(134.91,+0.2870,-0.5983) | B std(140.35,+0.2884,-0.5979) out(0.00,+0.0000,+0.0000) | cosA=+1.00000 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:8132:51821755 | A std(34.95,-0.7500,-1.2355) out(37.26,-0.7501,-1.2337) | B std(34.95,-0.7500,-1.2355) out(0.00,+0.0000,+0.0000) | cosA=+1.00000 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:1338:8522292 | A std(132.41,+0.7117,-0.9409) out(201.87,+0.7240,-0.9306) | B std(132.41,+0.7117,-0.9409) out(0.00,+0.0000,+0.0000) | cosA=+0.99992 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:8362:53286800 | A std(81.14,+2.3135,+0.7200) out(119.49,+2.3088,+0.7284) | B std(81.14,+2.3135,+0.7200) out(0.00,+0.0000,+0.0000) | cosA=+1.00000 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
1:8473:53993222 | A std(91.18,-0.7115,-1.2005) out(63.54,-0.7154,-1.2845) | B std(91.18,-0.7115,-1.2005) out(0.00,+0.0000,+0.0000) | cosA=+0.99779 dt=+nan ndof_ok=-1 pair_cosmic=0 cand_dup=1
